year,month,day,home_team,away_team,stage,result,shootouts,home_score,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_wc_titles_before,home_total_market_value_eur,home_avg_age,home_wc_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,away_score,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_wc_titles_before,away_total_market_value_eur,away_avg_age,away_wc_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before
2010,06,25,Portugal,Brazil,0,2.0,1,0.0,0,80,38,25,8,13,0,841000000.0,27.1,4,2,1,2,2,0,0.0,0,114,37,38,5,11,5,932000000.0,27.8,18,16,8,12,9,6
2010,06,25,Switzerland,Honduras,0,2.0,1,0.0,0,58,45,18,15,7,0,251000000.0,27.5,8,5,4,3,0,0,0.0,0,110,63,37,19,8,0,15500000.0,28.1,1,0,0,0,0,0
2010,06,26,Uruguay,South Korea,1,0.0,0,2.0,0,71,47,19,11,13,2,419200000.0,26.6,10,7,2,4,3,1,1.0,0,81,43,26,11,18,0,118800000.0,27.6,7,1,1,1,1,0
2010,06,26,United States,Ghana,1,1.0,0,1.0,0,112,74,36,19,6,0,169700000.0,26.0,8,4,3,2,1,0,2.0,0,73,52,26,15,9,0,164930000.0,25.1,1,1,1,0,0,0
2010,06,27,Argentina,Mexico,1,0.0,0,3.0,0,84,50,29,12,8,2,575000000.0,27.9,14,11,6,7,4,4,1.0,0,133,67,42,19,10,0,142100000.0,25.7,13,6,5,2,0,0
2010,06,27,Germany,England,1,0.0,0,4.0,0,119,36,34,7,8,3,828000000.0,26.7,16,16,8,14,11,7,1.0,0,93,32,27,9,6,1,1300000000.0,26.8,12,10,5,8,2,1
2010,06,28,Brazil,Chile,1,0.0,0,3.0,0,114,37,38,5,11,5,932000000.0,27.8,18,16,8,12,9,6,0.0,0,79,65,31,17,11,0,80300000.0,25.3,7,2,1,1,1,0
2010,06,28,Netherlands,Slovakia,1,0.0,0,2.0,0,95,31,33,5,10,0,808000000.0,26.7,8,8,6,4,3,2,1.0,0,82,64,18,19,6,0,130050000.0,28.6,0,0,0,0,0,0
2010,06,29,Paraguay,Japan,1,0.0,1,0.0,0,52,54,17,18,14,0,123950000.0,28.4,7,3,3,0,0,0,0.0,0,117,53,36,13,17,0,223500000.0,26.5,3,1,1,0,0,0
2010,06,29,Spain,Portugal,1,0.0,0,1.0,0,121,31,46,4,4,0,1150000000.0,27.2,12,8,6,4,0,0,0.0,0,80,38,25,8,13,0,841000000.0,27.1,4,2,1,2,2,0
2010,07,02,Netherlands,Brazil,1,0.0,0,2.0,0,95,31,33,5,10,0,808000000.0,26.7,8,8,6,4,3,2,1.0,0,114,37,38,5,11,5,932000000.0,27.8,18,16,8,12,9,6
2010,07,02,Uruguay,Ghana,1,0.0,1,1.0,0,71,47,19,11,13,2,419200000.0,26.6,10,7,2,4,3,1,1.0,0,73,52,26,15,9,0,164930000.0,25.1,1,1,1,0,0,0
2010,07,03,Argentina,Germany,1,1.0,0,0.0,0,84,50,29,12,8,2,575000000.0,27.9,14,11,6,7,4,4,4.0,0,119,36,34,7,8,3,828000000.0,26.7,16,16,8,14,11,7
2010,07,03,Paraguay,Spain,1,1.0,0,0.0,0,52,54,17,18,14,0,123950000.0,28.4,7,3,3,0,0,0,1.0,0,121,31,46,4,4,0,1150000000.0,27.2,12,8,6,4,0,0
2010,07,06,Uruguay,Netherlands,1,1.0,0,2.0,0,71,47,19,11,13,2,419200000.0,26.6,10,7,2,4,3,1,3.0,0,95,31,33,5,10,0,808000000.0,26.7,8,8,6,4,3,2
2010,07,07,Germany,Spain,1,1.0,0,0.0,0,119,36,34,7,8,3,828000000.0,26.7,16,16,8,14,11,7,1.0,0,121,31,46,4,4,0,1150000000.0,27.2,12,8,6,4,0,0
2010,07,10,Uruguay,Germany,1,1.0,0,2.0,0,71,47,19,11,13,2,419200000.0,26.6,10,7,2,4,3,1,3.0,0,119,36,34,7,8,3,828000000.0,26.7,16,16,8,14,11,7
2010,07,11,Netherlands,Spain,1,1.0,0,0.0,0,95,31,33,5,10,0,808000000.0,26.7,8,8,6,4,3,2,1.0,0,121,31,46,4,4,0,1150000000.0,27.2,12,8,6,4,0,0
2014,06,12,Brazil,Croatia,0,0.0,0,3.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,1.0,0,67,39,23,9,11,0,197000000.0,27.36,0,0,0,0,0,0
2014,06,13,Chile,Australia,0,0.0,0,3.0,0,84,58,24,15,9,0,139000000.0,28.0,0,0,0,0,0,0,1.0,0,93,57,25,14,11,0,21000000.0,26.36,0,0,0,0,0,0
2014,06,13,Mexico,Cameroon,0,0.0,0,1.0,0,109,58,34,17,13,0,97000000.0,27.26,0,0,0,0,0,0,0.0,0,61,37,20,8,14,0,117000000.0,26.6,0,0,0,0,0,0
2014,06,13,Spain,Netherlands,0,1.0,0,1.0,0,125,39,40,6,8,0,622000000.0,28.25,0,0,0,0,0,0,5.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0
2014,06,14,Colombia,Greece,0,0.0,0,3.0,0,58,25,22,8,11,0,191000000.0,27.47,0,0,0,0,0,0,0.0,0,53,31,25,5,15,0,80000000.0,28.51,0,0,0,0,0,0
2014,06,14,England,Italy,0,1.0,0,1.0,0,83,36,24,5,14,0,334000000.0,26.57,0,0,0,0,0,0,2.0,0,79,55,22,11,20,0,323000000.0,27.9,0,0,0,0,0,0
2014,06,14,Ivory Coast,Japan,0,0.0,0,2.0,0,88,40,28,5,10,0,122000000.0,27.83,0,0,0,0,0,0,1.0,0,102,57,32,11,11,0,98000000.0,27.32,0,0,0,0,0,0
2014,06,14,Uruguay,Costa Rica,0,1.0,0,1.0,0,93,56,25,11,14,0,218000000.0,28.55,0,0,0,0,0,0,3.0,0,79,69,24,23,20,0,30000000.0,27.43,0,0,0,0,0,0
2014,06,15,Argentina,Bosnia and Herzegovina,0,0.0,0,2.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0,1.0,0,69,41,20,11,7,0,115000000.0,27.06,0,0,0,0,0,0
2014,06,15,France,Honduras,0,0.0,0,3.0,0,82,34,27,10,12,0,379000000.0,26.84,0,0,0,0,0,0,0.0,0,74,77,21,22,18,0,21000000.0,28.59,0,0,0,0,0,0
2014,06,15,Switzerland,Ecuador,0,0.0,0,2.0,0,54,33,19,6,11,0,178000000.0,26.07,0,0,0,0,0,0,1.0,0,74,57,18,13,16,0,62000000.0,27.73,0,0,0,0,0,0
2014,06,16,Germany,Portugal,0,0.0,0,4.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0,0.0,0,91,46,25,8,12,0,297000000.0,28.53,0,0,0,0,0,0
2014,06,16,Ghana,United States,0,1.0,0,1.0,0,86,41,27,13,11,0,96000000.0,25.45,0,0,0,0,0,0,2.0,0,93,64,34,16,11,0,58000000.0,27.81,0,0,0,0,0,0
2014,06,16,Iran,Nigeria,0,2.0,1,0.0,0,100,36,32,8,14,0,24000000.0,28.5,0,0,0,0,0,0,0.0,0,87,46,24,9,19,0,84000000.0,25.81,0,0,0,0,0,0
2014,06,17,Belgium,Algeria,0,0.0,0,2.0,0,71,41,21,8,12,0,348000000.0,25.96,0,0,0,0,0,0,1.0,0,49,29,19,8,6,0,57000000.0,26.6,0,0,0,0,0,0
2014,06,17,Brazil,Mexico,0,2.0,1,0.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,0.0,0,109,58,34,17,13,0,97000000.0,27.26,0,0,0,0,0,0
2014,06,17,Russia,South Korea,0,2.0,1,1.0,0,67,25,24,6,14,0,180000000.0,27.48,0,0,0,0,0,0,1.0,0,76,62,24,16,11,0,52000000.0,26.19,0,0,0,0,0,0
2014,06,18,Australia,Netherlands,0,1.0,0,2.0,0,93,57,25,14,11,0,21000000.0,26.36,0,0,0,0,0,0,3.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0
2014,06,18,Cameroon,Croatia,0,1.0,0,0.0,0,61,37,20,8,14,0,117000000.0,26.6,0,0,0,0,0,0,4.0,0,67,39,23,9,11,0,197000000.0,27.36,0,0,0,0,0,0
2014,06,18,Spain,Chile,0,1.0,0,0.0,0,125,39,40,6,8,0,622000000.0,28.25,0,0,0,0,0,0,2.0,0,84,58,24,15,9,0,139000000.0,28.0,0,0,0,0,0,0
2014,06,19,Colombia,Ivory Coast,0,0.0,0,2.0,0,58,25,22,8,11,0,191000000.0,27.47,0,0,0,0,0,0,1.0,0,88,40,28,5,10,0,122000000.0,27.83,0,0,0,0,0,0
2014,06,19,Japan,Greece,0,2.0,1,0.0,0,102,57,32,11,11,0,98000000.0,27.32,0,0,0,0,0,0,0.0,0,53,31,25,5,15,0,80000000.0,28.51,0,0,0,0,0,0
2014,06,19,Uruguay,England,0,0.0,0,2.0,0,93,56,25,11,14,0,218000000.0,28.55,0,0,0,0,0,0,1.0,0,83,36,24,5,14,0,334000000.0,26.57,0,0,0,0,0,0
2014,06,20,Honduras,Ecuador,0,1.0,0,1.0,0,74,77,21,22,18,0,21000000.0,28.59,0,0,0,0,0,0,2.0,0,74,57,18,13,16,0,62000000.0,27.73,0,0,0,0,0,0
2014,06,20,Italy,Costa Rica,0,1.0,0,0.0,0,79,55,22,11,20,0,323000000.0,27.9,0,0,0,0,0,0,1.0,0,79,69,24,23,20,0,30000000.0,27.43,0,0,0,0,0,0
2014,06,20,Switzerland,France,0,1.0,0,2.0,0,54,33,19,6,11,0,178000000.0,26.07,0,0,0,0,0,0,5.0,0,82,34,27,10,12,0,379000000.0,26.84,0,0,0,0,0,0
2014,06,21,Argentina,Iran,0,0.0,0,1.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0,0.0,0,100,36,32,8,14,0,24000000.0,28.5,0,0,0,0,0,0
2014,06,21,Germany,Ghana,0,2.0,1,2.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0,2.0,0,86,41,27,13,11,0,96000000.0,25.45,0,0,0,0,0,0
2014,06,21,Nigeria,Bosnia and Herzegovina,0,0.0,0,1.0,0,87,46,24,9,19,0,84000000.0,25.81,0,0,0,0,0,0,0.0,0,69,41,20,11,7,0,115000000.0,27.06,0,0,0,0,0,0
2014,06,22,Belgium,Russia,0,0.0,0,1.0,0,71,41,21,8,12,0,348000000.0,25.96,0,0,0,0,0,0,0.0,0,67,25,24,6,14,0,180000000.0,27.48,0,0,0,0,0,0
2014,06,22,South Korea,Algeria,0,1.0,0,2.0,0,76,62,24,16,11,0,52000000.0,26.19,0,0,0,0,0,0,4.0,0,49,29,19,8,6,0,57000000.0,26.6,0,0,0,0,0,0
2014,06,22,United States,Portugal,0,2.0,1,2.0,0,93,64,34,16,11,0,58000000.0,27.81,0,0,0,0,0,0,2.0,0,91,46,25,8,12,0,297000000.0,28.53,0,0,0,0,0,0
2014,06,23,Australia,Spain,0,1.0,0,0.0,0,93,57,25,14,11,0,21000000.0,26.36,0,0,0,0,0,0,3.0,0,125,39,40,6,8,0,622000000.0,28.25,0,0,0,0,0,0
2014,06,23,Brazil,Cameroon,0,0.0,0,4.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,1.0,0,61,37,20,8,14,0,117000000.0,26.6,0,0,0,0,0,0
2014,06,23,Croatia,Mexico,0,1.0,0,1.0,0,67,39,23,9,11,0,197000000.0,27.36,0,0,0,0,0,0,3.0,0,109,58,34,17,13,0,97000000.0,27.26,0,0,0,0,0,0
2014,06,23,Netherlands,Chile,0,0.0,0,2.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0,0.0,0,84,58,24,15,9,0,139000000.0,28.0,0,0,0,0,0,0
2014,06,24,Costa Rica,England,0,2.0,1,0.0,0,79,69,24,23,20,0,30000000.0,27.43,0,0,0,0,0,0,0.0,0,83,36,24,5,14,0,334000000.0,26.57,0,0,0,0,0,0
2014,06,24,Greece,Ivory Coast,0,0.0,0,2.0,0,53,31,25,5,15,0,80000000.0,28.51,0,0,0,0,0,0,1.0,0,88,40,28,5,10,0,122000000.0,27.83,0,0,0,0,0,0
2014,06,24,Italy,Uruguay,0,1.0,0,0.0,0,79,55,22,11,20,0,323000000.0,27.9,0,0,0,0,0,0,1.0,0,93,56,25,11,14,0,218000000.0,28.55,0,0,0,0,0,0
2014,06,24,Japan,Colombia,0,1.0,0,1.0,0,102,57,32,11,11,0,98000000.0,27.32,0,0,0,0,0,0,4.0,0,58,25,22,8,11,0,191000000.0,27.47,0,0,0,0,0,0
2014,06,25,Bosnia and Herzegovina,Iran,0,0.0,0,3.0,0,69,41,20,11,7,0,115000000.0,27.06,0,0,0,0,0,0,1.0,0,100,36,32,8,14,0,24000000.0,28.5,0,0,0,0,0,0
2014,06,25,Ecuador,France,0,2.0,1,0.0,0,74,57,18,13,16,0,62000000.0,27.73,0,0,0,0,0,0,0.0,0,82,34,27,10,12,0,379000000.0,26.84,0,0,0,0,0,0
2014,06,25,Honduras,Switzerland,0,1.0,0,0.0,0,74,77,21,22,18,0,21000000.0,28.59,0,0,0,0,0,0,3.0,0,54,33,19,6,11,0,178000000.0,26.07,0,0,0,0,0,0
2014,06,25,Nigeria,Argentina,0,1.0,0,2.0,0,87,46,24,9,19,0,84000000.0,25.81,0,0,0,0,0,0,3.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0
2014,06,26,Algeria,Russia,0,2.0,1,1.0,0,49,29,19,8,6,0,57000000.0,26.6,0,0,0,0,0,0,1.0,0,67,25,24,6,14,0,180000000.0,27.48,0,0,0,0,0,0
2014,06,26,South Korea,Belgium,0,1.0,0,0.0,0,76,62,24,16,11,0,52000000.0,26.19,0,0,0,0,0,0,1.0,0,71,41,21,8,12,0,348000000.0,25.96,0,0,0,0,0,0
2014,06,26,Portugal,Ghana,0,0.0,0,2.0,0,91,46,25,8,12,0,297000000.0,28.53,0,0,0,0,0,0,1.0,0,86,41,27,13,11,0,96000000.0,25.45,0,0,0,0,0,0
2014,06,26,United States,Germany,0,1.0,0,0.0,0,93,64,34,16,11,0,58000000.0,27.81,0,0,0,0,0,0,1.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0
2014,06,28,Brazil,Chile,1,0.0,1,1.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,1.0,0,84,58,24,15,9,0,139000000.0,28.0,0,0,0,0,0,0
2014,06,28,Colombia,Uruguay,1,0.0,0,2.0,0,58,25,22,8,11,0,191000000.0,27.47,0,0,0,0,0,0,0.0,0,93,56,25,11,14,0,218000000.0,28.55,0,0,0,0,0,0
2014,06,29,Costa Rica,Greece,1,0.0,1,1.0,0,79,69,24,23,20,0,30000000.0,27.43,0,0,0,0,0,0,1.0,0,53,31,25,5,15,0,80000000.0,28.51,0,0,0,0,0,0
2014,06,29,Netherlands,Mexico,1,0.0,0,2.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0,1.0,0,109,58,34,17,13,0,97000000.0,27.26,0,0,0,0,0,0
2014,06,30,France,Nigeria,1,0.0,0,2.0,0,82,34,27,10,12,0,379000000.0,26.84,0,0,0,0,0,0,0.0,0,87,46,24,9,19,0,84000000.0,25.81,0,0,0,0,0,0
2014,06,30,Germany,Algeria,1,0.0,0,2.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0,1.0,0,49,29,19,8,6,0,57000000.0,26.6,0,0,0,0,0,0
2014,07,01,Argentina,Switzerland,1,0.0,0,1.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0,0.0,0,54,33,19,6,11,0,178000000.0,26.07,0,0,0,0,0,0
2014,07,01,Belgium,United States,1,0.0,0,2.0,0,71,41,21,8,12,0,348000000.0,25.96,0,0,0,0,0,0,1.0,0,93,64,34,16,11,0,58000000.0,27.81,0,0,0,0,0,0
2014,07,04,Brazil,Colombia,1,0.0,0,2.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,1.0,0,58,25,22,8,11,0,191000000.0,27.47,0,0,0,0,0,0
2014,07,04,France,Germany,1,1.0,0,0.0,0,82,34,27,10,12,0,379000000.0,26.84,0,0,0,0,0,0,1.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0
2014,07,05,Argentina,Belgium,1,0.0,0,1.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0,0.0,0,71,41,21,8,12,0,348000000.0,25.96,0,0,0,0,0,0
2014,07,05,Netherlands,Costa Rica,1,0.0,1,0.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0,0.0,0,79,69,24,23,20,0,30000000.0,27.43,0,0,0,0,0,0
2014,07,08,Brazil,Germany,1,1.0,0,1.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,7.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0
2014,07,09,Netherlands,Argentina,1,1.0,1,0.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0,0.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0
2014,07,12,Brazil,Netherlands,1,1.0,0,0.0,1,125,38,37,8,10,0,468000000.0,28.36,0,0,0,0,0,0,3.0,0,106,39,27,8,11,0,208000000.0,26.47,0,0,0,0,0,0
2014,07,13,Germany,Argentina,1,0.0,0,1.0,0,127,60,32,6,11,0,526000000.0,26.19,0,0,0,0,0,0,0.0,0,98,46,29,7,15,0,392000000.0,28.92,0,0,0,0,0,0
2018,06,14,Russia,Saudi Arabia,0,0.0,0,5.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,0.0,0,97,66,25,18,8,0,18800000.0,28.73,4,1,1,0,0,0
2018,06,15,Egypt,Uruguay,0,1.0,0,0.0,0,50,27,23,13,7,0,197030000.0,28.98,2,1,1,0,0,0,1.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1
2018,06,15,Morocco,Iran,0,1.0,0,0.0,0,70,19,26,8,8,0,129330000.0,27.23,4,1,1,0,0,0,1.0,0,84,22,30,4,9,0,46750000.0,27.23,4,0,0,0,0,0
2018,06,15,Portugal,Spain,0,2.0,1,3.0,0,100,36,33,10,9,0,494010000.0,28.37,6,3,2,2,2,0,3.0,0,103,29,29,7,8,1,973030000.0,28.49,14,9,7,5,1,1
2018,06,16,France,Australia,0,0.0,0,2.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2,1.0,0,85,48,23,11,12,0,50210000.0,28.13,4,1,1,0,0,0
2018,06,16,Argentina,Iceland,0,2.0,1,1.0,0,95,40,27,8,12,2,678320000.0,29.52,16,13,8,9,5,5,1.0,0,85,64,24,18,9,0,75380000.0,28.58,0,0,0,0,0,0
2018,06,16,Peru,Denmark,0,1.0,0,0.0,0,76,47,26,12,12,0,38480000.0,27.44,4,2,0,1,0,0,1.0,0,61,36,17,11,12,0,259040000.0,27.14,4,3,3,1,0,0
2018,06,16,Croatia,Nigeria,0,0.0,0,2.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0,0.0,0,48,33,16,11,10,0,134720000.0,25.96,5,3,3,0,0,0
2018,06,17,Costa Rica,Serbia,0,1.0,0,0.0,0,70,59,21,15,13,0,39960000.0,29.78,4,2,2,1,0,0,1.0,0,55,45,16,13,8,0,283720000.0,26.76,11,7,2,5,2,0
2018,06,17,Germany,Mexico,0,1.0,0,0.0,0,111,46,30,10,10,4,882120000.0,27.14,18,18,10,16,13,8,1.0,0,107,67,37,12,18,0,152150000.0,29.24,15,8,7,2,0,0
2018,06,17,Brazil,Switzerland,0,2.0,1,1.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6,1.0,0,75,31,25,8,7,0,217880000.0,27.18,10,6,5,3,0,0
2018,06,18,Sweden,South Korea,0,0.0,0,1.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1,0.0,0,92,51,33,14,11,0,87430000.0,27.79,9,2,2,1,1,0
2018,06,18,Belgium,Panama,0,0.0,0,3.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0,0.0,0,58,62,17,18,17,0,6270000.0,28.87,0,0,0,0,0,0
2018,06,18,Tunisia,England,0,1.0,0,1.0,0,66,44,21,10,14,0,58820000.0,26.53,4,0,0,0,0,0,2.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1
2018,06,19,Colombia,Japan,0,1.0,0,1.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0,2.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0
2018,06,19,Poland,Senegal,0,1.0,0,1.0,0,91,40,22,5,13,0,274280000.0,28.31,7,5,2,2,2,0,2.0,0,70,25,27,5,13,0,299200000.0,26.99,1,1,1,1,0,0
2018,06,19,Russia,Egypt,0,0.0,0,3.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,1.0,0,50,27,23,13,7,0,197030000.0,28.98,2,1,1,0,0,0
2018,06,20,Portugal,Morocco,0,0.0,0,1.0,0,100,36,33,10,9,0,494010000.0,28.37,6,3,2,2,2,0,0.0,0,70,19,26,8,8,0,129330000.0,27.23,4,1,1,0,0,0
2018,06,20,Uruguay,Saudi Arabia,0,0.0,0,1.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1,0.0,0,97,66,25,18,8,0,18800000.0,28.73,4,1,1,0,0,0
2018,06,20,Iran,Spain,0,1.0,0,0.0,0,84,22,30,4,9,0,46750000.0,27.23,4,0,0,0,0,0,1.0,0,103,29,29,7,8,1,973030000.0,28.49,14,9,7,5,1,1
2018,06,21,Denmark,Australia,0,2.0,1,1.0,0,61,36,17,11,12,0,259040000.0,27.14,4,3,3,1,0,0,1.0,0,85,48,23,11,12,0,50210000.0,28.13,4,1,1,0,0,0
2018,06,21,France,Peru,0,0.0,0,1.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2,0.0,0,76,47,26,12,12,0,38480000.0,27.44,4,2,0,1,0,0
2018,06,21,Argentina,Croatia,0,1.0,0,0.0,0,95,40,27,8,12,2,678320000.0,29.52,16,13,8,9,5,5,3.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0
2018,06,22,Brazil,Costa Rica,0,0.0,0,2.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6,0.0,0,70,59,21,15,13,0,39960000.0,29.78,4,2,2,1,0,0
2018,06,22,Nigeria,Iceland,0,0.0,0,2.0,0,48,33,16,11,10,0,134720000.0,25.96,5,3,3,0,0,0,0.0,0,85,64,24,18,9,0,75380000.0,28.58,0,0,0,0,0,0
2018,06,22,Serbia,Switzerland,0,1.0,0,1.0,0,55,45,16,13,8,0,283720000.0,26.76,11,7,2,5,2,0,2.0,0,75,31,25,8,7,0,217880000.0,27.18,10,6,5,3,0,0
2018,06,23,Belgium,Tunisia,0,0.0,0,5.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0,2.0,0,66,44,21,10,14,0,58820000.0,26.53,4,0,0,0,0,0
2018,06,23,South Korea,Mexico,0,1.0,0,1.0,0,92,51,33,14,11,0,87430000.0,27.79,9,2,2,1,1,0,2.0,0,107,67,37,12,18,0,152150000.0,29.24,15,8,7,2,0,0
2018,06,23,Germany,Sweden,0,0.0,0,2.0,0,111,46,30,10,10,4,882120000.0,27.14,18,18,10,16,13,8,1.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1
2018,06,24,England,Panama,0,0.0,0,6.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1,1.0,0,58,62,17,18,17,0,6270000.0,28.87,0,0,0,0,0,0
2018,06,24,Japan,Senegal,0,2.0,1,2.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0,2.0,0,70,25,27,5,13,0,299200000.0,26.99,1,1,1,1,0,0
2018,06,24,Poland,Colombia,0,1.0,0,0.0,0,91,40,22,5,13,0,274280000.0,28.31,7,5,2,2,2,0,3.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0
2018,06,25,Russia,Uruguay,0,1.0,0,0.0,1,65,54,15,16,11,0,161640000.0,28.84,3,0,0,0,0,0,3.0,0,67,42,21,12,8,2,372630000.0,28.13,12,9,4,5,4,1
2018,06,25,Saudi Arabia,Egypt,0,0.0,0,2.0,0,97,66,25,18,8,0,18800000.0,28.73,4,1,1,0,0,0,1.0,0,50,27,23,13,7,0,197030000.0,28.98,2,1,1,0,0,0
2018,06,25,Spain,Morocco,0,2.0,1,2.0,0,103,29,29,7,8,1,973030000.0,28.49,14,9,7,5,1,1,2.0,0,70,19,26,8,8,0,129330000.0,27.23,4,1,1,0,0,0
2018,06,25,Iran,Portugal,0,2.0,1,1.0,0,84,22,30,4,9,0,46750000.0,27.23,4,0,0,0,0,0,1.0,0,100,36,33,10,9,0,494010000.0,28.37,6,3,2,2,2,0
2018,06,26,Australia,Peru,0,1.0,0,0.0,0,85,48,23,11,12,0,50210000.0,28.13,4,1,1,0,0,0,2.0,0,76,47,26,12,12,0,38480000.0,27.44,4,2,0,1,0,0
2018,06,26,Denmark,France,0,2.0,1,0.0,0,61,36,17,11,12,0,259040000.0,27.14,4,3,3,1,0,0,0.0,0,96,45,33,8,8,1,1029470000.0,26.03,14,8,6,7,5,2
2018,06,26,Nigeria,Argentina,0,1.0,0,1.0,0,48,33,16,11,10,0,134720000.0,25.96,5,3,3,0,0,0,2.0,0,95,40,27,8,12,2,678320000.0,29.52,16,13,8,9,5,5
2018,06,26,Iceland,Croatia,0,1.0,0,1.0,0,85,64,24,18,9,0,75380000.0,28.58,0,0,0,0,0,0,2.0,0,78,29,25,8,10,0,363640000.0,27.9,4,1,1,1,1,0
2018,06,27,South Korea,Germany,0,0.0,0,2.0,0,92,51,33,14,11,0,87430000.0,27.79,9,2,2,1,1,0,0.0,0,111,46,30,10,10,4,882120000.0,27.14,18,18,10,16,13,8
2018,06,27,Mexico,Sweden,0,1.0,0,0.0,0,107,67,37,12,18,0,152150000.0,29.24,15,8,7,2,0,0,3.0,0,71,40,20,13,15,0,119640000.0,28.24,11,8,4,4,3,1
2018,06,27,Serbia,Brazil,0,1.0,0,0.0,0,55,45,16,13,8,0,283720000.0,26.76,11,7,2,5,2,0,2.0,0,95,22,33,4,8,5,980020000.0,28.6,20,18,10,14,10,6
2018,06,27,Switzerland,Costa Rica,0,2.0,1,2.0,0,75,31,25,8,7,0,217880000.0,27.18,10,6,5,3,0,0,2.0,0,70,59,21,15,13,0,39960000.0,29.78,4,2,2,1,0,0
2018,06,28,Japan,Poland,0,1.0,0,0.0,0,107,50,28,12,11,0,75520000.0,28.58,5,2,2,0,0,0,1.0,0,91,40,22,5,13,0,274280000.0,28.31,7,5,2,2,2,0
2018,06,28,Senegal,Colombia,0,1.0,0,0.0,0,70,25,27,5,13,0,299200000.0,26.99,1,1,1,1,0,0,1.0,0,57,37,19,11,13,0,250850000.0,28.39,5,2,2,1,0,0
2018,06,28,Panama,Tunisia,0,1.0,0,1.0,0,58,62,17,18,17,0,6270000.0,28.87,0,0,0,0,0,0,2.0,0,66,44,21,10,14,0,58820000.0,26.53,4,0,0,0,0,0
2018,06,28,England,Belgium,0,1.0,0,0.0,0,79,28,29,5,10,1,873130000.0,26.05,14,11,6,8,2,1,1.0,0,116,38,30,5,8,0,753250000.0,27.59,12,8,7,2,1,0
